标题,价格,面积,区域,链接
整租·颛溪七村 2室2厅 南,4000 元/月,64.28㎡,闵行-颛桥-颛溪七村,https://sh.lianjia.com/zufang/SH1920379932513402880.html
整租·栖山家园 2室1厅 南,5790 元/月,浦东-金杨-栖山家园,精选,https://sh.lianjia.com/zufang/SH1813952026791378944.html
整租·港机新村 1室1厅 北,4630 元/月,浦东-南码头-港机新村,精选,https://sh.lianjia.com/zufang/SH1798008306497748992.html
整租·御上海青橙 1室1厅 南,3660 元/月,松江-松江大学城-御上海青橙,精选,https://sh.lianjia.com/zufang/SH1798051994691174400.html
整租·碧海现代苑 1室1厅 南,5000 元/月,49.59㎡,浦东-金桥-碧海现代苑,https://sh.lianjia.com/zufang/SH1920369601116372992.html
整租·汇龙新城 1室1厅 南,11000 元/月,80.08㎡,黄浦-五里桥-汇龙新城,https://sh.lianjia.com/zufang/SH1920391992487968768.html
整租·上海蟠龙天地三期 4室2厅 南,16000 元/月,124.83㎡,青浦-徐泾-上海蟠龙天地三期,https://sh.lianjia.com/zufang/SH1920434031657222144.html
整租·宝龙广场二期 1室1厅 南,3300 元/月,47.00㎡,青浦-赵巷-宝龙广场二期,https://sh.lianjia.com/zufang/SH1920432795390312448.html
整租·上钢十村 1室1厅 南,6460 元/月,浦东-世博-上钢十村,精选,https://sh.lianjia.com/zufang/SH1798193726460264448.html
整租·宝华海尚郡领 4室2厅 南,12000 元/月,162.31㎡,浦东-北蔡-宝华海尚郡领,https://sh.lianjia.com/zufang/SH1920425017514917888.html
整租·景瑞遇道 1室1厅 西,3090 元/月,宝山-高境-景瑞遇道,精选,https://sh.lianjia.com/zufang/SH1798315099039989760.html
整租·凤城路104弄 2室0厅 南/北,4800 元/月,54.69㎡,杨浦-控江路-凤城路104弄,https://sh.lianjia.com/zufang/SH1920432149215838208.html
整租·御品大厦 1室1厅 南,9000 元/月,46.00㎡,静安-南京西路-御品大厦,https://sh.lianjia.com/zufang/SH1920443112493154304.html
整租·虹梅花苑 2室0厅 南,5200 元/月,51.65㎡,长宁-西郊-虹梅花苑,https://sh.lianjia.com/zufang/SH1920434496268664832.html
整租·中房公寓 2室2厅 南/北,4700 元/月,75.03㎡,嘉定-江桥-中房公寓,https://sh.lianjia.com/zufang/SH1920443608519933952.html
整租·上海派观澜雅庭 3室1厅 南,3200 元/月,78.55㎡,嘉定-安亭-上海派观澜雅庭,https://sh.lianjia.com/zufang/SH1920446973752639488.html
整租·保利林语溪(公寓) 3室2厅 南,6000 元/月,89.66㎡,浦东-三林-保利林语溪(公寓),https://sh.lianjia.com/zufang/SH1920460770286501888.html
整租·卓越时代广场 1室1厅 北,4800 元/月,67.61㎡,宝山-共康-卓越时代广场,https://sh.lianjia.com/zufang/SH1920474115911712768.html
整租·龙湖好望山(公寓) 4室2厅 南,14000 元/月,195.00㎡,松江-松江大学城-龙湖好望山(公寓),https://sh.lianjia.com/zufang/SH1920699321326501888.html
整租·绿园九村 2室1厅 南,5890 元/月,长宁-北新泾-绿园九村,精选,https://sh.lianjia.com/zufang/SH1797845178774454272.html
整租·由由一村 2室1厅 南,5630 元/月,62.45㎡,浦东-北蔡-由由一村,https://sh.lianjia.com/zufang/SH1798051736640815104.html
整租·高兴花园二三四街坊 2室1厅 南,5000 元/月,74.57㎡,闵行-春申-高兴花园二三四街坊,https://sh.lianjia.com/zufang/SH1920694810335772672.html
整租·水岸茗苑 2室2厅 南,13000 元/月,109.71㎡,普陀-长寿路-水岸茗苑,https://sh.lianjia.com/zufang/SH1920691318036627456.html
整租·映虹桥 4室2厅 南,14500 元/月,139.19㎡,青浦-赵巷-映虹桥,https://sh.lianjia.com/zufang/SH1755806848025362432.html
整租·外滩·豪景苑 3室2厅 南,23100 元/月,153.88㎡,虹口-北外滩-外滩·豪景苑,https://sh.lianjia.com/zufang/SH1758325730904637440.html
整租·罗南一村 2室1厅 南,2800 元/月,85.96㎡,宝山-罗店-罗南一村,https://sh.lianjia.com/zufang/SH1759446030887157760.html
整租·保利铃兰公馆 4室2厅 复式 南,12900 元/月,131.06㎡,浦东-临港新城-保利铃兰公馆,https://sh.lianjia.com/zufang/SH1759785976235819008.html
整租·上海师大新村 3室1厅 南/北,9600 元/月,95.78㎡,徐汇-康健-上海师大新村,https://sh.lianjia.com/zufang/SH1758445510441566208.html
整租·齐二小区 2室1厅 南,5360 元/月,浦东-世博-齐二小区,精选,https://sh.lianjia.com/zufang/SH1887521041048141824.html
整租·卓越世纪中心(青浦) 1室0厅 南/北,16000 元/月,523.18㎡,青浦-盈浦-卓越世纪中心(青浦),https://sh.lianjia.com/zufang/SH1758113979386822656.html
整租·绿地海怡公寓 1室1厅 南,7600 元/月,50.85㎡,长宁-中山公园-绿地海怡公寓,https://sh.lianjia.com/zufang/SH1762764060236972032.html
整租·美兰湖颐景园 3室2厅 东南,4900 元/月,120.00㎡,宝山-罗店-美兰湖颐景园,https://sh.lianjia.com/zufang/SH1762073316228595712.html
整租·复地浦江中心 2室2厅 南,6300 元/月,108.46㎡,闵行-闵浦-复地浦江中心,https://sh.lianjia.com/zufang/SH1760963818961240064.html
整租·浦江世博家园八街坊 4室1厅 南/北,6500 元/月,99.07㎡,闵行-浦江-浦江世博家园八街坊,https://sh.lianjia.com/zufang/SH1893211521324941312.html
整租·世纪时空大厦 1室1厅 东,6630 元/月,静安-静安寺-世纪时空大厦,精选,https://sh.lianjia.com/zufang/SH1887749583451193344.html
整租·松南城裕荣苑 3室1厅 南,2000 元/月,95.99㎡,松江-车墩-松南城裕荣苑,https://sh.lianjia.com/zufang/SH1893142027290279936.html
整租·龙湖新壹城 1室1厅 东,2490 元/月,松江-松江大学城-龙湖新壹城,精选,https://sh.lianjia.com/zufang/SH1887524232024293376.html
整租·金桥新村四街坊 2室2厅 南,7700 元/月,93.30㎡,浦东-金桥-金桥新村四街坊,https://sh.lianjia.com/zufang/SH1893297751035215872.html
整租·华菁公寓 3室1厅 南,8000 元/月,154.96㎡,闵行-航华-华菁公寓,https://sh.lianjia.com/zufang/SH1893216060413313024.html
整租·艺康苑 3室1厅 南,7600 元/月,123.88㎡,静安-彭浦-艺康苑,https://sh.lianjia.com/zufang/SH1893228893335191552.html
整租·南交小区 3室1厅 南,6200 元/月,54.96㎡,徐汇-徐家汇-南交小区,https://sh.lianjia.com/zufang/SH1893217544198684672.html
整租·招商主城 4室2厅 跃层 南,8600 元/月,146.41㎡,宝山-罗店-招商主城,https://sh.lianjia.com/zufang/SH1893856430696431616.html
整租·西镇小区(长宁) 2室1厅 南,6800 元/月,48.05㎡,长宁-新华路-西镇小区(长宁),https://sh.lianjia.com/zufang/SH1893926203023163392.html
整租·大桥小区 1室1厅 南,5530 元/月,长宁-中山公园-大桥小区,精选,https://sh.lianjia.com/zufang/SH1888206819138994176.html
整租·新德路506弄 2室2厅 南,4000 元/月,73.73㎡,浦东-川沙-新德路506弄,https://sh.lianjia.com/zufang/SH1893643341132726272.html
整租·清水颐园 4室2厅 南,5700 元/月,162.59㎡,嘉定-嘉定老城-清水颐园,https://sh.lianjia.com/zufang/SH1893643955241746432.html
整租·富宏花园(公寓) 3室2厅 南,15000 元/月,138.34㎡,闵行-金虹桥-富宏花园(公寓),https://sh.lianjia.com/zufang/SH1893967189073985536.html
整租·静安新格公寓 1室1厅 南,6500 元/月,48.00㎡,静安-江宁路-静安新格公寓,https://sh.lianjia.com/zufang/SH1893547944829779968.html
整租·乳山五村 1室1厅 南,4730 元/月,浦东-梅园-乳山五村,精选,https://sh.lianjia.com/zufang/SH1887497425841553408.html
整租·高安路9弄 1室1厅 南,6900 元/月,41.00㎡,徐汇-衡山路-高安路9弄,https://sh.lianjia.com/zufang/SH1893582600727953408.html
整租·共和五村 1室1厅 南,3800 元/月,37.97㎡,宝山-张庙-共和五村,https://sh.lianjia.com/zufang/SH1893307487327617024.html
整租·潍坊九村 1室1厅 南,5228 元/月,浦东-潍坊-潍坊九村,精选,https://sh.lianjia.com/zufang/SH1887850518890414080.html
整租·上海青年城 1室1厅 东北,3930 元/月,松江-九亭-上海青年城,精选,https://sh.lianjia.com/zufang/SH1865800350565400576.html
整租·海上纳缇 2室2厅 南,1900 元/月,99.08㎡,金山-金山新城-海上纳缇,https://sh.lianjia.com/zufang/SH1894261628149432320.html
整租·上工新村 1室1厅 南,4300 元/月,32.71㎡,静安-大宁-上工新村,https://sh.lianjia.com/zufang/SH1894244043261476864.html
整租·长虹坊 2室1厅 南,5600 元/月,73.70㎡,徐汇-康健-长虹坊,https://sh.lianjia.com/zufang/SH1894234628722524160.html
整租·福龙大厦 2室2厅 南,12300 元/月,170.28㎡,虹口-四川北路-福龙大厦,https://sh.lianjia.com/zufang/SH1894243555623305216.html
整租·金地未未来 4室2厅 东南/北,7000 元/月,82.50㎡,浦东-高行-金地未未来,https://sh.lianjia.com/zufang/SH1894699657406185472.html
整租·江南名庐 3室1厅 南,15759 元/月,普陀-武宁-江南名庐,精选,https://sh.lianjia.com/zufang/SH1943073448741830656.html
整租·嘉汇广场 2室2厅 北,9800 元/月,117.72㎡,徐汇-徐家汇-嘉汇广场,https://sh.lianjia.com/zufang/SH1894654690310750208.html
整租·湖畔尚品 1室1厅 北,2500 元/月,43.00㎡,松江-松江新城-湖畔尚品,https://sh.lianjia.com/zufang/SH1894649736233746432.html
整租·裕鸿佳苑(安通路151弄) 3室2厅 南,1800 元/月,123.00㎡,崇明-陈家镇-裕鸿佳苑(安通路151弄),https://sh.lianjia.com/zufang/SH1894684016485859328.html
整租·万科优诗美地 3室2厅 南,10300 元/月,124.04㎡,闵行-七宝-万科优诗美地,https://sh.lianjia.com/zufang/SH1894632529080614912.html
整租·骏豪国际 1室1厅 南/北,8500 元/月,58.58㎡,静安-南京西路-骏豪国际,https://sh.lianjia.com/zufang/SH1894609424299851776.html
整租·恒盛湖畔豪庭南区 2室2厅 南/北,4500 元/月,87.15㎡,奉贤-南桥-恒盛湖畔豪庭南区,https://sh.lianjia.com/zufang/SH1894597241503481856.html
整租·新高苑(一期) 1室1厅 南/北,3100 元/月,50.00㎡,浦东-高行-新高苑(一期),https://sh.lianjia.com/zufang/SH1894974717182345216.html
整租·华鼎广场 1室1厅 南,6000 元/月,111.59㎡,徐汇-田林-华鼎广场,https://sh.lianjia.com/zufang/SH1894969268106166272.html
整租·新安小区 2室1厅 南,7130 元/月,长宁-仙霞-新安小区,精选,https://sh.lianjia.com/zufang/SH1950892648336195584.html
整租·玉兰一村 3室2厅 南,3400 元/月,111.54㎡,嘉定-安亭-玉兰一村,https://sh.lianjia.com/zufang/SH1894730557917495296.html
整租·星纪元 1室1厅 南,5230 元/月,浦东-唐镇-星纪元,精选,https://sh.lianjia.com/zufang/SH1950971132433661952.html
整租·唐镇华侨城纯水岸 3室2厅 南,7600 元/月,99.07㎡,浦东-唐镇-唐镇华侨城纯水岸,https://sh.lianjia.com/zufang/SH1895058450358992896.html
整租·黄浦花园 2室1厅 南,6030 元/月,浦东-张江-黄浦花园,精选,https://sh.lianjia.com/zufang/SH1943322528759939072.html
整租·菁英尚都 2室2厅 东/东北,3700 元/月,43.00㎡,嘉定-南翔-菁英尚都,https://sh.lianjia.com/zufang/SH1895069314873032704.html
整租·石化九村 1室1厅 南,1093 元/月,38.65㎡,金山-金山新城-石化九村,https://sh.lianjia.com/zufang/SH1895372640051265536.html
整租·世界路91弄 1室1厅 南,3960 元/月,杨浦-中原-世界路91弄,精选,https://sh.lianjia.com/zufang/SH1943551068986146816.html
整租·达安圣芭芭花园 3室2厅 复式 南,16000 元/月,237.16㎡,松江-莘闵别墅-达安圣芭芭花园,https://sh.lianjia.com/zufang/SH1895403557994102784.html
整租·黎安一村（北区） 3室1厅 南,5800 元/月,87.42㎡,闵行-莘庄北广场-黎安一村（北区）,https://sh.lianjia.com/zufang/SH1895386316099551232.html
整租·静安豪景苑 4室2厅 南,36000 元/月,178.36㎡,静安-江宁路-静安豪景苑,https://sh.lianjia.com/zufang/SH1895351488671121408.html
整租·定西路1235弄 1室1厅 南,5330 元/月,长宁-中山公园-定西路1235弄,精选,https://sh.lianjia.com/zufang/SH1943638649568493568.html
整租·成都北路515弄 1室1厅 南,7200 元/月,30.70㎡,静安-南京西路-成都北路515弄,https://sh.lianjia.com/zufang/SH1895373094105645056.html
整租·东鼎名人府邸(松江) 3室2厅 南,10800 元/月,91.01㎡,松江-松江新城-东鼎名人府邸(松江),https://sh.lianjia.com/zufang/SH1895363051125735424.html
整租·巴黎时韵 1室1厅 南,10000 元/月,56.92㎡,徐汇-建国西路-巴黎时韵,https://sh.lianjia.com/zufang/SH1895110002528485376.html
整租·东物公寓 1室1厅 南,7200 元/月,57.10㎡,黄浦-蓬莱公园-东物公寓,https://sh.lianjia.com/zufang/SH1895330146852798464.html
整租·农林小区 1室1厅 南,4000 元/月,38.82㎡,普陀-光新-农林小区,https://sh.lianjia.com/zufang/SH1825001837950926848.html
整租·银都一村 1室1厅 南,4159 元/月,静安-彭浦-银都一村,精选,https://sh.lianjia.com/zufang/SH1890096947809746944.html
整租·陕西北路414号 2室1厅 南,7500 元/月,86.40㎡,静安-南京西路-陕西北路414号,https://sh.lianjia.com/zufang/SH1927212401069916160.html
整租·绿城上海诚园 4室2厅 南,5000 元/月,136.85㎡,奉贤-四团-绿城上海诚园,https://sh.lianjia.com/zufang/SH1927217124581834752.html
整租·鸿音广场 1室1厅 南,1675 元/月,45.00㎡,浦东-泥城镇-鸿音广场,https://sh.lianjia.com/zufang/SH1927209428872855552.html
整租·融创·青雲壹号 3室2厅 南,22000 元/月,124.67㎡,虹口-鲁迅公园-融创·青雲壹号,https://sh.lianjia.com/zufang/SH1927264879173959680.html
整租·海叶新苑 2室2厅 南,9300 元/月,97.75㎡,虹口-凉城-海叶新苑,https://sh.lianjia.com/zufang/SH1927265207566991360.html
整租·娄山关路815弄 1室0厅 北,3650 元/月,10.00㎡,长宁-中山公园-娄山关路815弄,https://sh.lianjia.com/zufang/SH1927272762729037824.html
整租·华师大一村 1室1厅 南,4490 元/月,普陀-长风-华师大一村,精选,https://sh.lianjia.com/zufang/SH1890774409669509120.html
整租·顺馨佳园 2室1厅 南,4300 元/月,60.46㎡,浦东-川沙-顺馨佳园,https://sh.lianjia.com/zufang/SH1927275466863935488.html
整租·海富花园 3室1厅 南,16129 元/月,浦东-塘桥-海富花园,精选,https://sh.lianjia.com/zufang/SH1890823427321757696.html
整租·星纪元 1室1厅 南,4990 元/月,浦东-唐镇-星纪元,精选,https://sh.lianjia.com/zufang/SH1891177296350412800.html
整租·小上海新城 1室1厅 南,3930 元/月,浦东-周浦-小上海新城,精选,https://sh.lianjia.com/zufang/SH1891869217834139648.html
整租·上南八村 2室1厅 南,5830 元/月,浦东-世博-上南八村,精选,https://sh.lianjia.com/zufang/SH1891546638602731520.html
整租·新乐小区 2室1厅 南,6300 元/月,69.77㎡,长宁-仙霞-新乐小区,https://sh.lianjia.com/zufang/SH1927278146638315520.html
整租·上城院子 2室1厅 南,6060 元/月,宝山-顾村-上城院子,精选,https://sh.lianjia.com/zufang/SH1892652170034020352.html
整租·金外滩花园 2室1厅 南,22000 元/月,101.44㎡,黄浦-黄浦滨江-金外滩花园,https://sh.lianjia.com/zufang/SH1890996033656193024.html
整租·康健路77弄 1室1厅 南,4830 元/月,38.62㎡,徐汇-康健-康健路77弄,https://sh.lianjia.com/zufang/SH1891362509525352448.html
整租·衡辰公寓 1室1厅 南,9800 元/月,58.24㎡,长宁-天山-衡辰公寓,https://sh.lianjia.com/zufang/SH1927275991575560192.html
整租·程桥二村 2室1厅 南,7800 元/月,63.58㎡,长宁-西郊-程桥二村,https://sh.lianjia.com/zufang/SH1927282642084954112.html
整租·梅香苑西苑 1室1厅 南,5300 元/月,62.74㎡,闵行-梅陇-梅香苑西苑,https://sh.lianjia.com/zufang/SH1927280374786818048.html
整租·千鹤小区 2室1厅 南,8230 元/月,80.26㎡,徐汇-田林-千鹤小区,https://sh.lianjia.com/zufang/SH1891421347318333440.html
整租·兰庭 4室2厅 南,55000 元/月,270.31㎡,长宁-镇宁路-兰庭,https://sh.lianjia.com/zufang/SH1927289751069523968.html
整租·鑫和大厦 3室2厅 南,8500 元/月,121.45㎡,静安-曹家渡-鑫和大厦,https://sh.lianjia.com/zufang/SH1927286068919402496.html
整租·万兆家园(一期) 3室2厅 南,7200 元/月,93.52㎡,闵行-七宝-万兆家园(一期),https://sh.lianjia.com/zufang/SH1927286275446931456.html
整租·海琪园 3室2厅 南,24000 元/月,168.75㎡,黄浦-黄浦滨江-海琪园,https://sh.lianjia.com/zufang/SH1838047737036144640.html
整租·静安新城四区 2室1厅 南,5500 元/月,64.61㎡,闵行-静安新城-静安新城四区,https://sh.lianjia.com/zufang/SH1929884933468192768.html
整租·金地佘山天境(公寓) 4室2厅 南,29000 元/月,268.00㎡,青浦-赵巷-金地佘山天境(公寓),https://sh.lianjia.com/zufang/SH1838428720830873600.html
整租·复地新都国际 3室2厅 南,20000 元/月,150.00㎡,静安-西藏北路-复地新都国际,https://sh.lianjia.com/zufang/SH1929826879934562304.html
整租·愚园路488弄 1室0厅 南,6900 元/月,30.00㎡,静安-静安寺-愚园路488弄,https://sh.lianjia.com/zufang/SH1838814324227833856.html
整租·御上海 1室1厅 南,3400 元/月,62.84㎡,松江-松江大学城-御上海,https://sh.lianjia.com/zufang/SH1899421017051234304.html
整租·长宁支路301弄 2室1厅 南,6230 元/月,长宁-中山公园-长宁支路301弄,精选,https://sh.lianjia.com/zufang/SH1936056952454905856.html
整租·日晖六村 1室1厅 南,4103 元/月,徐汇-斜土路-日晖六村,精选,https://sh.lianjia.com/zufang/SH1936046829170851840.html
整租·银华苑(静安) 2室2厅 南,15800 元/月,100.82㎡,静安-江宁路-银华苑(静安),https://sh.lianjia.com/zufang/SH1899308080902963200.html
整租·富绅商业中心 1室1厅 北,3700 元/月,53.09㎡,青浦-夏阳-富绅商业中心,https://sh.lianjia.com/zufang/SH1899357927962050560.html
整租·艺泰安邦 5室2厅 东/东南/南/西南/西/西北/北/东北,5800 元/月,245.98㎡,浦东-宣桥-艺泰安邦,https://sh.lianjia.com/zufang/SH1899382249518792704.html
整租·万乐城(商业类) 1室0厅 北,2200 元/月,23.00㎡,闵行-吴泾-万乐城(商业类),https://sh.lianjia.com/zufang/SH1899731212881100800.html
整租·华师大一村 2室1厅 南,5253 元/月,普陀-长风-华师大一村,精选,https://sh.lianjia.com/zufang/SH1933196726840066048.html
整租·城市经典四期高迪 1室1厅 南,7360 元/月,浦东-张江-城市经典四期高迪,精选,https://sh.lianjia.com/zufang/SH1886805612587646976.html
整租·东三街30号 2室1厅 南,5400 元/月,74.22㎡,浦东-南码头-东三街30号,https://sh.lianjia.com/zufang/SH1899749851189477376.html
整租·上南十村 1室1厅 南,4490 元/月,38.00㎡,浦东-世博-上南十村,https://sh.lianjia.com/zufang/SH1936076573371269120.html
整租·航华一村 1室1厅 南,3800 元/月,54.85㎡,闵行-航华-航华一村,https://sh.lianjia.com/zufang/SH1899735625368600576.html
整租·中星海上名豪苑(三期) 3室2厅 南/北,4600 元/月,126.54㎡,嘉定-江桥-中星海上名豪苑(三期),https://sh.lianjia.com/zufang/SH1899767745885503488.html
整租·东兰小区 2室1厅 南,7030 元/月,69.80㎡,闵行-古美-东兰小区,https://sh.lianjia.com/zufang/SH1936120485578276864.html
整租·潍坊四村 2室1厅 南,6060 元/月,50.77㎡,浦东-潍坊-潍坊四村,https://sh.lianjia.com/zufang/SH1936282080501563392.html
整租·长虹坊 2室1厅 西南,5890 元/月,69.30㎡,徐汇-康健-长虹坊,https://sh.lianjia.com/zufang/SH1936270105344212992.html
整租·乌中小区 1室1厅 南,7390 元/月,39.08㎡,徐汇-衡山路-乌中小区,https://sh.lianjia.com/zufang/SH1936056560316841984.html
整租·虹桥路400弄 1室1厅 南,6298 元/月,60.03㎡,徐汇-徐家汇-虹桥路400弄,https://sh.lianjia.com/zufang/SH1932794163607109632.html
整租·新泾一村 2室1厅 南,6000 元/月,47.50㎡,长宁-北新泾-新泾一村,https://sh.lianjia.com/zufang/SH1899776563503693824.html
整租·康乐小区(徐汇) 2室1厅 南,5443 元/月,52.98㎡,徐汇-康健-康乐小区(徐汇),https://sh.lianjia.com/zufang/SH1932828716560285696.html
整租·国顺路300弄 1室1厅 南,4265 元/月,31.00㎡,杨浦-五角场-国顺路300弄,https://sh.lianjia.com/zufang/SH1932865346071429120.html
整租·复地御西郊 3室1厅 南,30000 元/月,161.91㎡,长宁-西郊-复地御西郊,https://sh.lianjia.com/zufang/SH1899710090785587200.html
整租·阳光城魔都 1室1厅 西,6990 元/月,44.65㎡,浦东-唐镇-阳光城魔都,https://sh.lianjia.com/zufang/SH1933206077826924544.html
整租·翠湖天地隽荟 4室2厅 南,85000 元/月,285.81㎡,黄浦-新天地-翠湖天地隽荟,https://sh.lianjia.com/zufang/SH1899691092148748288.html
整租·金藤苑 3室1厅 南,6500 元/月,90.19㎡,浦东-金桥-金藤苑,https://sh.lianjia.com/zufang/SH1899683815597539328.html
整租·恒生万鹂商业广场 1室1厅 南,4500 元/月,35.51㎡,浦东-唐镇-恒生万鹂商业广场,https://sh.lianjia.com/zufang/SH1900135972381655040.html
整租·合景峰汇(嘉定) 2室1厅 北,3200 元/月,55.00㎡,嘉定-嘉定新城-合景峰汇(嘉定),https://sh.lianjia.com/zufang/SH1900157090173812736.html
整租·姚西小区 1室1厅 西北,4930 元/月,27.63㎡,静安-曹家渡-姚西小区,https://sh.lianjia.com/zufang/SH1933400597898199040.html
整租·兴亚广场(办公楼) 1室1厅 南,4200 元/月,46.00㎡,静安-西藏北路-兴亚广场(办公楼),https://sh.lianjia.com/zufang/SH1900386468870750208.html
整租·东方豪园(别墅) 4室2厅 南/北,15000 元/月,316.44㎡,嘉定-嘉定新城-东方豪园(别墅),https://sh.lianjia.com/zufang/SH1900183946545594368.html
整租·佳源梦想广场 3室1厅 南/北,1650 元/月,88.88㎡,奉贤-海湾-佳源梦想广场,https://sh.lianjia.com/zufang/SH1884110949082726400.html
整租·复地香栀花园 3室2厅 南/北,15000 元/月,480.66㎡,普陀-桃浦-复地香栀花园,https://sh.lianjia.com/zufang/SH1884454329910296576.html
整租·泰兴路227弄 1室1厅 南,5800 元/月,40.00㎡,静安-南京西路-泰兴路227弄,https://sh.lianjia.com/zufang/SH1884162554415022080.html
整租·虹井小区 2室1厅 南,6000 元/月,81.77㎡,闵行-金汇-虹井小区,https://sh.lianjia.com/zufang/SH1884160482491760640.html
整租·长江小区 2室1厅 南,6230 元/月,长宁-中山公园-长江小区,精选,https://sh.lianjia.com/zufang/SH1856334229395210240.html
整租·悦达南郊华都 1室0厅 北,1400 元/月,39.00㎡,奉贤-南桥-悦达南郊华都,https://sh.lianjia.com/zufang/SH1884865420293308416.html
整租·怡成雅苑 1室1厅 南,2300 元/月,57.00㎡,浦东-川沙-怡成雅苑,https://sh.lianjia.com/zufang/SH1884852790568681472.html
整租·科汇公寓 2室1厅 南,8500 元/月,59.96㎡,徐汇-徐家汇-科汇公寓,https://sh.lianjia.com/zufang/SH1884859871673712640.html
整租·新泾五村 1室1厅 南,4300 元/月,50.00㎡,长宁-北新泾-新泾五村,https://sh.lianjia.com/zufang/SH1884870488069505024.html
整租·禹洲金桥国际 2室1厅 南,8500 元/月,62.00㎡,浦东-金桥-禹洲金桥国际,https://sh.lianjia.com/zufang/SH1884611375238479872.html
整租·花木绿城锦绣兰庭 3室2厅 南,26000 元/月,147.00㎡,浦东-花木-花木绿城锦绣兰庭,https://sh.lianjia.com/zufang/SH1884564424258224128.html
整租·华侨城苏河湾行政公馆 2室2厅 复式 南/北,24000 元/月,162.00㎡,静安-苏河湾-华侨城苏河湾行政公馆,https://sh.lianjia.com/zufang/SH1884817009930141696.html
整租·家化公寓 2室1厅 南,9690 元/月,虹口-北外滩-家化公寓,精选,https://sh.lianjia.com/zufang/SH1856853677969506304.html
整租·中山北路570弄 1室1厅 西,3930 元/月,静安-西藏北路-中山北路570弄,精选,https://sh.lianjia.com/zufang/SH2116596168611348480.html
整租·西郊景园 4室4厅 复式 南,33000 元/月,382.88㎡,青浦-徐泾-西郊景园,https://sh.lianjia.com/zufang/SH1884880245748662272.html
整租·中行小区 1室1厅 北,4460 元/月,静安-曹家渡-中行小区,精选,https://sh.lianjia.com/zufang/SH2131122476028002304.html
整租·绿地国际山庄 5室2厅 复式 南/北,17000 元/月,285.78㎡,青浦-赵巷-绿地国际山庄,https://sh.lianjia.com/zufang/SH1884880793734479872.html
整租·保利家园北区 2室2厅 南,4500 元/月,89.14㎡,嘉定-嘉定新城-保利家园北区,https://sh.lianjia.com/zufang/SH1884893345801568256.html
整租·云翔佳苑南区 1室1厅 南,3630 元/月,嘉定-南翔-云翔佳苑南区,精选,https://sh.lianjia.com/zufang/SH2152774664466726912.html
整租·沧州路180弄 2室1厅 南,4300 元/月,57.02㎡,杨浦-黄兴公园-沧州路180弄,https://sh.lianjia.com/zufang/SH1884952673225015296.html
整租·凯旋华庭 3室2厅 南,10500 元/月,126.00㎡,普陀-万里-凯旋华庭,https://sh.lianjia.com/zufang/SH1884986874771013632.html
整租·佘山3号 4室3厅 南,23000 元/月,384.71㎡,松江-佘山-佘山3号,https://sh.lianjia.com/zufang/SH1884907610113572864.html
整租·中房公寓 2室1厅 南,5290 元/月,74.70㎡,嘉定-江桥-中房公寓,https://sh.lianjia.com/zufang/SH2151516879083552768.html
整租·庆安一村 2室1厅 南,3011 元/月,55.66㎡,宝山-月浦-庆安一村,https://sh.lianjia.com/zufang/SH1885227988186824704.html
整租·强家渡小区 2室1厅 南,6500 元/月,48.68㎡,长宁-中山公园-强家渡小区,https://sh.lianjia.com/zufang/SH1885221803253563392.html
整租·遵义小区 1室1厅 南,4700 元/月,31.73㎡,长宁-中山公园-遵义小区,https://sh.lianjia.com/zufang/SH1885192157929668608.html
整租·康定路389号 1室1厅 南,4800 元/月,36.21㎡,静安-江宁路-康定路389号,https://sh.lianjia.com/zufang/SH1885335455453413376.html
整租·永翔佳苑（东区478弄） 1室1厅 南,4590 元/月,56.42㎡,嘉定-南翔-永翔佳苑（东区478弄）,https://sh.lianjia.com/zufang/SH2070482132593557504.html
整租·西大街58-62号 3室1厅 南,3500 元/月,68.90㎡,浦东-周浦-西大街58-62号,https://sh.lianjia.com/zufang/SH1885266381985808384.html
整租·由由一村 1室1厅 南,4630 元/月,37.17㎡,浦东-北蔡-由由一村,https://sh.lianjia.com/zufang/SH2066711307469725696.html
整租·沁春园三村 3室2厅 南,8800 元/月,175.49㎡,闵行-莘庄南广场-沁春园三村,https://sh.lianjia.com/zufang/SH1905488013090095104.html
整租·绿地香颂(奉贤)(公寓) 1室1厅 南,1000 元/月,48.34㎡,奉贤-海湾-绿地香颂(奉贤)(公寓),https://sh.lianjia.com/zufang/SH1905502793049833472.html
整租·崂山新村 1室1厅 南,7000 元/月,46.81㎡,浦东-梅园-崂山新村,https://sh.lianjia.com/zufang/SH1905532317783293952.html
整租·中冶祥腾宝月花园 2室2厅 南,2900 元/月,95.00㎡,宝山-月浦-中冶祥腾宝月花园,https://sh.lianjia.com/zufang/SH1905542475884265472.html
整租·绿洲公寓 3室2厅 南,7800 元/月,107.19㎡,普陀-真如-绿洲公寓,https://sh.lianjia.com/zufang/SH1905569512216854528.html
整租·虹鹿一公寓 1室1厅 南,5260 元/月,闵行-金虹桥-虹鹿一公寓,精选,https://sh.lianjia.com/zufang/SH1807795813410144256.html
整租·金桂小区 3室2厅 南,8500 元/月,91.96㎡,浦东-花木-金桂小区,https://sh.lianjia.com/zufang/SH1905910389598584832.html
整租·泗塘四村 1室1厅 南,3790 元/月,宝山-张庙-泗塘四村,精选,https://sh.lianjia.com/zufang/SH1808124822828351488.html
