标题,价格,面积,区域,链接
整租·煌华晶萃城 1室0厅 南,1800 元/月,39.00㎡,江北-观音桥-煌华晶萃城,https://cq.lianjia.com/zufang/CQ1945077541593153536.html
整租·望海花园 4室2厅 错层 东南,5000 元/月,197.00㎡,江北-观音桥-望海花园,https://cq.lianjia.com/zufang/CQ1945073468500344832.html
合租·吉安园茅溪小区 5居室 东卧,930 元/月,江北-海尔路-吉安园茅溪小区,精选,https://cq.lianjia.com/zufang/CQ1667060790407987200.html
整租·融侨半岛香弥山1号 4室2厅 南,2800 元/月,156.00㎡,南岸-融侨半岛-融侨半岛香弥山1号,https://cq.lianjia.com/zufang/CQ1945083032771756032.html
整租·俊豪时代 1室0厅 东南,1300 元/月,43.00㎡,九龙坡-袁家岗-俊豪时代,https://cq.lianjia.com/zufang/CQ1945083256869224448.html
整租·通用晶城 2室2厅 南,1900 元/月,74.00㎡,九龙坡-陈家坪-通用晶城,https://cq.lianjia.com/zufang/CQ1945083111071023104.html
整租·金紫门大厦 2室1厅 南,2100 元/月,97.00㎡,渝中-解放碑-金紫门大厦,https://cq.lianjia.com/zufang/CQ1945083284841037824.html
整租·中航翡翠城二期 3室2厅 南,3500 元/月,126.00㎡,渝北-中央公园东区-中航翡翠城二期,https://cq.lianjia.com/zufang/CQ1945084424081113088.html
合租·光宇锦鑫 5居室 南卧,800 元/月,江北-观音桥-光宇锦鑫,精选,https://cq.lianjia.com/zufang/CQ1667394217585934336.html
合租·康乐花园 4居室 南卧,930 元/月,江北-五里店-康乐花园,精选,https://cq.lianjia.com/zufang/CQ1667406072710692864.html
合租·康乐花园 4居室 南卧,880 元/月,江北-五里店-康乐花园,精选,https://cq.lianjia.com/zufang/CQ1667406073658605568.html
合租·东原D7一期 3居室 南卧,645 元/月,江北-大石坝-东原D7一期,精选,https://cq.lianjia.com/zufang/CQ1667451082420256768.html
整租·富力城新壹站 1室1厅 南,1400 元/月,40.00㎡,沙坪坝-大学城-富力城新壹站,https://cq.lianjia.com/zufang/CQ1945083517360668672.html
合租·国盛伟岸滨州 3居室 南卧,745 元/月,渝北-嘉州-国盛伟岸滨州,精选,https://cq.lianjia.com/zufang/CQ1676922824935079936.html
整租·沙铁大厦 3室2厅 东,2800 元/月,129.00㎡,沙坪坝-站西路-沙铁大厦,https://cq.lianjia.com/zufang/CQ1945078928926310400.html
整租·东原黄山大道东 1室1厅 南,2000 元/月,47.00㎡,渝北-人和-东原黄山大道东,https://cq.lianjia.com/zufang/CQ1945073425609392128.html
整租·融侨城花漫庭 3室2厅 西南,2200 元/月,113.00㎡,南岸-融侨半岛-融侨城花漫庭,https://cq.lianjia.com/zufang/CQ1945059123884195840.html
整租·协信城 3室1厅 东南,2450 元/月,75.00㎡,南岸-南坪-协信城,https://cq.lianjia.com/zufang/CQ1945062319058845696.html
整租·龙湖九里峰景 3室2厅 东南,4000 元/月,96.00㎡,渝北-九曲河-龙湖九里峰景,https://cq.lianjia.com/zufang/CQ1945061250362769408.html
整租·上城奥悦 2室1厅 东南/南,2300 元/月,83.41㎡,九龙坡-袁家岗-上城奥悦,https://cq.lianjia.com/zufang/CQ1945061317526159360.html
整租·雅居乐御宾府 2室2厅 南,1500 元/月,77.50㎡,大渡口-双山-雅居乐御宾府,https://cq.lianjia.com/zufang/CQ1945056847039823872.html
整租·国瑞城三期 2室1厅 南,1100 元/月,53.00㎡,大渡口-步行街-国瑞城三期,https://cq.lianjia.com/zufang/CQ1945058152525332480.html
合租·半山华府 5居室 南卧,645 元/月,20.00㎡,江北-观音桥-半山华府,https://cq.lianjia.com/zufang/CQ1667044352997720064.html
合租·东原D7四期 3居室 南卧,895 元/月,20.00㎡,江北-大石坝-东原D7四期,https://cq.lianjia.com/zufang/CQ1667206822236258304.html
合租·同景国际城W组团 3居室 东南卧,699 元/月,南岸-茶园新区-同景国际城W组团,精选,https://cq.lianjia.com/zufang/CQ1736249766964101120.html
整租·华一坡社区 1室0厅 南,1000 元/月,45.00㎡,渝中-两路口-华一坡社区,https://cq.lianjia.com/zufang/CQ1807291407157690368.html
整租·鹏润蓝海C区 4室1厅 南,3000 元/月,112.00㎡,江北-观音桥-鹏润蓝海C区,https://cq.lianjia.com/zufang/CQ1807270556806938624.html
整租·黄桷小区 2室2厅 东,2000 元/月,89.17㎡,南岸-南山-黄桷小区,https://cq.lianjia.com/zufang/CQ1807302954298900480.html
整租·金阳牛津街 2室1厅 南,1299 元/月,沙坪坝-站西路-金阳牛津街,精选,https://cq.lianjia.com/zufang/CQ1739493332444250112.html
合租·金科香江花园 5居室 南卧,730 元/月,江北-五里店-金科香江花园,精选,https://cq.lianjia.com/zufang/CQ1739513580241289216.html
合租·巴蜀丽景 5居室 南卧,700 元/月,23.00㎡,渝北-新牌坊-巴蜀丽景,https://cq.lianjia.com/zufang/CQ1791731215313666048.html
整租·金辉中央铭著D区 4室1厅 西,1300 元/月,106.00㎡,渝北-中央公园-金辉中央铭著D区,https://cq.lianjia.com/zufang/CQ1807342310308970496.html
整租·金台大厦 4室2厅 南,6000 元/月,142.00㎡,南岸-南坪-金台大厦,https://cq.lianjia.com/zufang/CQ1806574320768516096.html
合租·东原D7四期 4居室 南卧,645 元/月,25.00㎡,江北-大石坝-东原D7四期,https://cq.lianjia.com/zufang/CQ1789885680218800128.html
整租·新鸥鹏教育城一期 3室1厅 南,1500 元/月,97.00㎡,江北-五里店-新鸥鹏教育城一期,https://cq.lianjia.com/zufang/CQ1806631234948825088.html
整租·蚂蚁公馆 1室1厅 南,1000 元/月,36.00㎡,大渡口-马王乡-蚂蚁公馆,https://cq.lianjia.com/zufang/CQ1806389599870648320.html
整租·胜利西永九号 3室1厅 跃层 西,1500 元/月,90.00㎡,沙坪坝-大学城-胜利西永九号,https://cq.lianjia.com/zufang/CQ1806526230267166720.html
整租·金科廊桥水乡C区 2室1厅 南,1300 元/月,71.10㎡,沙坪坝-大学城-金科廊桥水乡C区,https://cq.lianjia.com/zufang/CQ1806535012414128128.html
整租·奥园越时代D区 3室2厅 东南/南,2200 元/月,82.00㎡,南岸-茶园新区-奥园越时代D区,https://cq.lianjia.com/zufang/CQ1806905284325539840.html
合租·银都公寓 4居室 南卧,510 元/月,20.00㎡,江北-观音桥-银都公寓,https://cq.lianjia.com/zufang/CQ1790256381224288256.html
整租·中交丽景 3室2厅 东南,1500 元/月,94.00㎡,大渡口-巴国城-中交丽景,https://cq.lianjia.com/zufang/CQ1806965387707809792.html
整租·恒大时代新城 2室2厅 南/北,1350 元/月,70.87㎡,九龙坡-西彭-恒大时代新城,https://cq.lianjia.com/zufang/CQ1806989736011628544.html
整租·海宇依云香榭 2室1厅 东南,1500 元/月,70.00㎡,北碚-城南新区-海宇依云香榭,https://cq.lianjia.com/zufang/CQ1806991386759659520.html
整租·山与城 5室3厅 南,9000 元/月,211.18㎡,南岸-南山-山与城,https://cq.lianjia.com/zufang/CQ1806201180750086144.html
整租·启迪协信城立方 2室1厅 南,1300 元/月,42.00㎡,沙坪坝-大学城-启迪协信城立方,https://cq.lianjia.com/zufang/CQ1806258259825262592.html
整租·龙湖U城八组团 1室1厅 南,1600 元/月,51.00㎡,沙坪坝-大学城-龙湖U城八组团,https://cq.lianjia.com/zufang/CQ1805983410120818688.html
整租·中国摩一期林莺花园 1室1厅 东,1300 元/月,50.00㎡,渝北-空港新城-中国摩一期林莺花园,https://cq.lianjia.com/zufang/CQ1806184678642679808.html
整租·中渝春华秋实二期 2室1厅 东南/南,600 元/月,56.00㎡,沙坪坝-大学城-中渝春华秋实二期,https://cq.lianjia.com/zufang/CQ1805924611150315520.html
整租·保利高尔夫华庭 3室1厅 南,2500 元/月,140.92㎡,渝北-汽博中心-保利高尔夫华庭,https://cq.lianjia.com/zufang/CQ1805921492634959872.html
合租·建峰小区 4居室 东南卧,850 元/月,22.00㎡,渝北-龙溪-建峰小区,https://cq.lianjia.com/zufang/CQ1739137714566987776.html
合租·金科香江花园 5居室 南卧,900 元/月,13.00㎡,江北-五里店-金科香江花园,https://cq.lianjia.com/zufang/CQ1739513606107561984.html
整租·万科招商理想城云来 3室2厅 南,1000 元/月,82.00㎡,沙坪坝-西永-万科招商理想城云来,https://cq.lianjia.com/zufang/CQ1806192517712969728.html
整租·龙湖拉特芳斯 3室1厅 南,3000 元/月,103.54㎡,沙坪坝-西永-龙湖拉特芳斯,https://cq.lianjia.com/zufang/CQ1806286427311308800.html
整租·棕榈泉四期 3室2厅 东南,5250 元/月,170.37㎡,渝北-人和-棕榈泉四期,https://cq.lianjia.com/zufang/CQ1806300666713341952.html
合租·腾龙岭秀 3居室 南卧,750 元/月,30.00㎡,南岸-弹子石-腾龙岭秀,https://cq.lianjia.com/zufang/CQ1764892324740988928.html
合租·融景城锦峰 5居室 南卧,900 元/月,江北-五里店-融景城锦峰,精选,https://cq.lianjia.com/zufang/CQ1882291361793703936.html
合租·世茂璀璨天城璟辰 4居室 南卧,699 元/月,渝北-汽博中心-世茂璀璨天城璟辰,精选,https://cq.lianjia.com/zufang/CQ1882653692918759424.html
整租·华城国际 2室1厅 东南,1800 元/月,76.00㎡,南岸-四公里-华城国际,https://cq.lianjia.com/zufang/CQ1764855228428976128.html
整租·奥园康城A区 3室2厅 东南,2000 元/月,133.00㎡,渝中-大坪-奥园康城A区,https://cq.lianjia.com/zufang/CQ1764637146259390464.html
整租·佳居花园B区 3室2厅 南,2500 元/月,110.00㎡,渝北-石子山-佳居花园B区,https://cq.lianjia.com/zufang/CQ1765321909362229248.html
整租·中铁北美时光 4室2厅 西南,2600 元/月,119.68㎡,南岸-茶园新区-中铁北美时光,https://cq.lianjia.com/zufang/CQ1765369491782369280.html
整租·恒大同景国际城S组团 1室1厅 南/北,1050 元/月,南岸-茶园新区-恒大同景国际城S组团,精选,https://cq.lianjia.com/zufang/CQ1883761974135750656.html
整租·中兴渝景苑 2室2厅 南,2750 元/月,90.15㎡,渝北-人和-中兴渝景苑,https://cq.lianjia.com/zufang/CQ1765335840378060800.html
整租·龙湖大时代 3室2厅 东南,1800 元/月,112.00㎡,渝中-大坪-龙湖大时代,https://cq.lianjia.com/zufang/CQ1765226614020374528.html
整租·中海紫御江山紫峰 3室1厅 东南,1800 元/月,135.00㎡,江北-江北嘴-中海紫御江山紫峰,https://cq.lianjia.com/zufang/CQ1765220432258007040.html
整租·双凤路小区 3室2厅 南,1500 元/月,160.00㎡,渝北-两路-双凤路小区,https://cq.lianjia.com/zufang/CQ1765620299501404160.html
整租·凤凰湾驭城 3室1厅 东南/西北,2000 元/月,78.00㎡,江北-石马河-凤凰湾驭城,https://cq.lianjia.com/zufang/CQ1765956239436546048.html
整租·汇祥荟广场 1室1厅 南,1100 元/月,40.00㎡,九龙坡-石桥铺-汇祥荟广场,https://cq.lianjia.com/zufang/CQ1765999280209788928.html
整租·重庆吾悦广场 1室0厅 东南,1099 元/月,渝北-中央公园-重庆吾悦广场,精选,https://cq.lianjia.com/zufang/CQ1929051434834198528.html
整租·金科空港城 3室1厅 南,1800 元/月,86.00㎡,渝北-空港新城-金科空港城,https://cq.lianjia.com/zufang/CQ1765984696543477760.html
合租·鹏润蓝海C区 5居室 南卧,600 元/月,20.00㎡,江北-观音桥-鹏润蓝海C区,https://cq.lianjia.com/zufang/CQ1881914227103367168.html
整租·新城春山拾鸣 3室2厅 南,2500 元/月,105.00㎡,渝北-中央公园-新城春山拾鸣,https://cq.lianjia.com/zufang/CQ1766395298625617920.html
整租·渝铁东苑 3室2厅 东南,1500 元/月,125.22㎡,渝北-龙头寺-渝铁东苑,https://cq.lianjia.com/zufang/CQ1766404012384452608.html
整租·棕榈泉三期 3室2厅 南,5000 元/月,175.00㎡,渝北-人和-棕榈泉三期,https://cq.lianjia.com/zufang/CQ1766318285567033344.html
整租·龙湖天际 1室1厅 南,1800 元/月,38.00㎡,渝北-中央公园-龙湖天际,https://cq.lianjia.com/zufang/CQ1765937573710004224.html
整租·融创白象街 2室1厅 东南,2000 元/月,58.63㎡,渝中-解放碑-融创白象街,https://cq.lianjia.com/zufang/CQ1765708022346153984.html
合租·金辉御江府 4居室 南卧,550 元/月,13.00㎡,南岸-融侨半岛-金辉御江府,https://cq.lianjia.com/zufang/CQ1882691880940994560.html
整租·约克郡上林上景 4室2厅 西北,3500 元/月,133.00㎡,渝北-照母山-约克郡上林上景,https://cq.lianjia.com/zufang/CQ1765731953631297536.html
整租·恒大未来城一期 3室2厅 南,2000 元/月,90.00㎡,沙坪坝-大学城-恒大未来城一期,https://cq.lianjia.com/zufang/CQ1765657942033432576.html
合租·嘉华鑫城 3居室 南卧,700 元/月,20.00㎡,渝中-大坪-嘉华鑫城,https://cq.lianjia.com/zufang/CQ1883191073866514432.html
合租·南方上格林阳光美谷 5居室 南卧,700 元/月,18.00㎡,江北-五里店-南方上格林阳光美谷,https://cq.lianjia.com/zufang/CQ1883538301504192512.html
整租·中交丽景香漫岭 3室2厅 东南,2100 元/月,100.56㎡,大渡口-巴国城-中交丽景香漫岭,https://cq.lianjia.com/zufang/CQ1766791428672847872.html
整租·中渝都会首站 1室1厅 南,1550 元/月,54.86㎡,渝北-嘉州-中渝都会首站,https://cq.lianjia.com/zufang/CQ1766769458715557888.html
合租·极鼎城市丽都 4居室 南卧,780 元/月,10.00㎡,江北-观音桥-极鼎城市丽都,https://cq.lianjia.com/zufang/CQ1884107490501591040.html
整租·环湖雅居B区C组团 3室1厅 南,1400 元/月,97.00㎡,渝北-空港新城-环湖雅居B区C组团,https://cq.lianjia.com/zufang/CQ1944220790689890304.html
整租·凤凰湾天悦 3室2厅 东南,2200 元/月,81.00㎡,江北-石马河-凤凰湾天悦,https://cq.lianjia.com/zufang/CQ1944068355036020736.html
整租·龙湖拉特芳斯二街区 1室0厅 西南,1000 元/月,32.00㎡,沙坪坝-西永-龙湖拉特芳斯二街区,https://cq.lianjia.com/zufang/CQ1944226156030984192.html
整租·华宇城M2 3室2厅 南,2999 元/月,沙坪坝-凤天路-华宇城M2,精选,https://cq.lianjia.com/zufang/CQ1955105534629642240.html
整租·通用晶城 3室2厅 东,2300 元/月,95.00㎡,九龙坡-陈家坪-通用晶城,https://cq.lianjia.com/zufang/CQ1944226469861392384.html
整租·龙湖新壹城 1室0厅 东,900 元/月,九龙坡-石桥铺-龙湖新壹城,精选,https://cq.lianjia.com/zufang/CQ1954969291375771648.html
整租·北岸新洲 1室1厅 东,1700 元/月,52.00㎡,渝北-石子山-北岸新洲,https://cq.lianjia.com/zufang/CQ1944231519300091904.html
整租·光华可乐小镇C区 2室1厅 北,1500 元/月,79.51㎡,江北-南桥寺-光华可乐小镇C区,https://cq.lianjia.com/zufang/CQ1944235314134384640.html
合租·佳华世纪新城D区 5居室 跃层 南卧,550 元/月,渝北-黄泥磅-佳华世纪新城D区,精选,https://cq.lianjia.com/zufang/CQ1955114231070195712.html
独栋·爱干净.住袋鼠 彩云湖地铁站店 彩云湖月付大单配！通燃气，无中芥费，环线彩云湖旁！ 开间,1349-1350 元/月,36.00-38.00㎡,仅剩2间,https://cq.lianjia.com/apartment/69023.html
独栋·爱干净.住袋鼠 石桥铺地铁站店 石桥铺地铁口 交易城对面 精装大一室 押一付一 随时看房入住 开间,1098 元/月,40.00㎡,仅剩3间,https://cq.lianjia.com/apartment/69179.html
整租·鲁能星城园上 2室2厅 南,2400 元/月,92.00㎡,渝北-龙头寺-鲁能星城园上,https://cq.lianjia.com/zufang/CQ1944250451163611136.html
独栋·爱干净.住袋鼠 冉家坝店 0中芥！通气盘溪凤凰湾轻奢一室 押一付一 免中介 1室1厅,1448-1498 元/月,45.00-54.00㎡,仅剩2间,https://cq.lianjia.com/apartment/69592.html
整租·七彩空间 1室0厅 南,1750 元/月,47.00㎡,渝北-黄泥磅-七彩空间,https://cq.lianjia.com/zufang/CQ1944251186886475776.html
整租·金都香榭 2室1厅 东,1350 元/月,49.00㎡,九龙坡-杨家坪-金都香榭,https://cq.lianjia.com/zufang/CQ1944240258002452480.html
整租·英利国际广场 2室1厅 东南,3800 元/月,74.00㎡,渝中-大坪-英利国际广场,https://cq.lianjia.com/zufang/CQ1944240331792842752.html
整租·朗基八俊里 4室1厅 南,2200 元/月,103.00㎡,巴南-八公里-朗基八俊里,https://cq.lianjia.com/zufang/CQ1944240125433085952.html
整租·融创春晖十里钓鱼台 3室2厅 东,1300 元/月,78.37㎡,大渡口-九宫庙-融创春晖十里钓鱼台,https://cq.lianjia.com/zufang/CQ1944238729484828672.html
整租·美力COM 2室1厅 南,3200 元/月,68.00㎡,渝中-解放碑-美力COM,https://cq.lianjia.com/zufang/CQ1944243082622926848.html
整租·新跨越I33 3室1厅 东南,1700 元/月,84.98㎡,巴南-龙洲湾-新跨越I33,https://cq.lianjia.com/zufang/CQ1944241642210852864.html
独栋·爱干净.住袋鼠 江北石马河店 盘溪 凤凰湾通气正规一室一厅 环境安静 无中芥费 1室1厅,1448 元/月,50.00㎡,仅剩2间,https://cq.lianjia.com/apartment/69259.html
独栋·爱干净.住袋鼠 七公里地铁站店 六公里独门独户 免费停车！ 押一付一 无中介费采光好 开间,1148 元/月,35.00㎡,仅剩1间,https://cq.lianjia.com/apartment/69191.html
独栋·爱干净.住袋鼠 七公里地铁站店 交大旁 多套选 特价直租！押一付一 六公里附近 手慢无 开间,1048 元/月,35.00㎡,仅剩2间,https://cq.lianjia.com/apartment/69191.html
整租·华福58 3室2厅 南,2000 元/月,90.00㎡,九龙坡-华岩-华福58,https://cq.lianjia.com/zufang/CQ1944240555055644672.html
整租·羲城蓝湾 2室1厅 东南,1300 元/月,99.80㎡,沙坪坝-大学城-羲城蓝湾,https://cq.lianjia.com/zufang/CQ1944233170920538112.html
整租·两路口新村 3室1厅 东,2500 元/月,100.00㎡,渝中-两路口-两路口新村,https://cq.lianjia.com/zufang/CQ1944257163790647296.html
整租·金科天宸宸寓 1室1厅 南,2500 元/月,58.00㎡,沙坪坝-西永-金科天宸宸寓,https://cq.lianjia.com/zufang/CQ1944263170633760768.html
整租·公园置尚云尚 3室2厅 东,2700 元/月,101.28㎡,渝北-龙头寺-公园置尚云尚,https://cq.lianjia.com/zufang/CQ1944255035047149568.html
整租·万科金开悦府翠悦 3室2厅 西,2200 元/月,99.43㎡,渝北-翠云-万科金开悦府翠悦,https://cq.lianjia.com/zufang/CQ1944257410432499712.html
整租·鼎泰公寓 6室1厅 南,18600 元/月,339.00㎡,渝北-黄泥磅-鼎泰公寓,https://cq.lianjia.com/zufang/CQ1944262472953233408.html
合租·金色家园(南岸) 5居室 南卧,595 元/月,南岸-南坪-金色家园(南岸),精选,https://cq.lianjia.com/zufang/CQ1667017958066487296.html
合租·鲁能星城十街区 4居室 南卧,545 元/月,江北-龙头寺-鲁能星城十街区,精选,https://cq.lianjia.com/zufang/CQ1667078648663900160.html
整租·日月光解放碑1号 2室1厅 西南/西,6000 元/月,111.78㎡,渝中-解放碑-日月光解放碑1号,https://cq.lianjia.com/zufang/CQ1852641860678320128.html
合租·天工太阳岛 3居室 南卧,645 元/月,渝北-龙头寺-天工太阳岛,精选,https://cq.lianjia.com/zufang/CQ1667080570695319552.html
整租·龙湖时代天街 1室0厅 东南,5500 元/月,130.00㎡,渝中-大坪-龙湖时代天街,https://cq.lianjia.com/zufang/CQ1852624307860013056.html
合租·华新都市花园 5居室 跃层 南卧,680 元/月,江北-五里店-华新都市花园,精选,https://cq.lianjia.com/zufang/CQ1677189504760283136.html
整租·东方剑桥 2室1厅 南,1300 元/月,83.00㎡,沙坪坝-大学城-东方剑桥,https://cq.lianjia.com/zufang/CQ1852631728489758720.html
合租·华新都市花园 5居室 跃层 南卧,780 元/月,江北-五里店-华新都市花园,精选,https://cq.lianjia.com/zufang/CQ1677189506735800320.html
整租·恒大麓山湖 2室1厅 西南,3500 元/月,77.00㎡,大渡口-双山-恒大麓山湖,https://cq.lianjia.com/zufang/CQ1852604420232052736.html
整租·招商雍璟城璟阁 3室2厅 东南,1200 元/月,92.00㎡,渝北-空港新城-招商雍璟城璟阁,https://cq.lianjia.com/zufang/CQ1852594176391118848.html
合租·东原D7四期 4居室 东卧,545 元/月,江北-大石坝-东原D7四期,精选,https://cq.lianjia.com/zufang/CQ1675002952625946624.html
整租·丰源丽景 3室2厅 西南,3100 元/月,125.00㎡,渝北-鸳鸯-丰源丽景,https://cq.lianjia.com/zufang/CQ1852688154721517568.html
整租·融景城郦苑 4室2厅 东南,10000 元/月,174.00㎡,江北-五里店-融景城郦苑,https://cq.lianjia.com/zufang/CQ1852670861769703424.html
整租·万科金域学府翰林熙园 3室2厅 东,4000 元/月,117.00㎡,南岸-七公里-万科金域学府翰林熙园,https://cq.lianjia.com/zufang/CQ1852659442705760256.html
整租·骏逸蓝山 1室0厅 南,450 元/月,35.00㎡,南岸-四公里-骏逸蓝山,https://cq.lianjia.com/zufang/CQ1852927679897010176.html
合租·新江与城悠澜 5居室 南卧,700 元/月,渝北-大竹林-新江与城悠澜,精选,https://cq.lianjia.com/zufang/CQ1677524017621237760.html
合租·黄龙花园 3居室 南卧,850 元/月,渝北-龙头寺-黄龙花园,精选,https://cq.lianjia.com/zufang/CQ1676084943215656960.html
合租·天和美舍 5居室 东南卧,550 元/月,渝北-新牌坊-天和美舍,精选,https://cq.lianjia.com/zufang/CQ1677921846810378240.html
整租·万科森林公园林璟 3室2厅 东南,2500 元/月,99.00㎡,渝北-中央公园-万科森林公园林璟,https://cq.lianjia.com/zufang/CQ1852582954983751680.html
整租·景瑞御蓝湾西区 2室1厅 南,2000 元/月,79.80㎡,北碚-城北新区-景瑞御蓝湾西区,https://cq.lianjia.com/zufang/CQ1852571024973889536.html
整租·恒大健康城一期B区 3室2厅 南,1500 元/月,127.00㎡,江津-双福新区-恒大健康城一期B区,https://cq.lianjia.com/zufang/CQ1853744767620349952.html
合租·绿湾佳景苑 3居室 东南卧,920 元/月,江北-观音桥-绿湾佳景苑,精选,https://cq.lianjia.com/zufang/CQ1679550667720491008.html
整租·嘉韵山水城 3室2厅 北/东北,3500 元/月,148.00㎡,渝中-化龙桥-嘉韵山水城,https://cq.lianjia.com/zufang/CQ1853749590587604992.html
合租·融科海阔天空 4居室 南卧,745 元/月,18.00㎡,渝北-鸳鸯-融科海阔天空,https://cq.lianjia.com/zufang/CQ1666849986295365632.html
整租·南方玫瑰城橙瑰苑 2室1厅 东南,1500 元/月,84.00㎡,渝北-回兴-南方玫瑰城橙瑰苑,https://cq.lianjia.com/zufang/CQ1854001678907342848.html
整租·阳光花园(大渡口) 2室2厅 南,1100 元/月,104.00㎡,大渡口-大渡口区府-阳光花园(大渡口),https://cq.lianjia.com/zufang/CQ1853766373457526784.html
整租·万科城市花园萃阅 3室2厅 南,1700 元/月,85.00㎡,渝北-空港新城-万科城市花园萃阅,https://cq.lianjia.com/zufang/CQ1853772284108472320.html
整租·天誉时代汇 1室1厅 南,1200 元/月,37.00㎡,南岸-弹子石-天誉时代汇,https://cq.lianjia.com/zufang/CQ1853769007111340032.html
合租·和记黄埔御峰 4居室 南卧,550 元/月,11.00㎡,南岸-南坪-和记黄埔御峰,https://cq.lianjia.com/zufang/CQ1679033697644314624.html
整租·融汇半岛玫瑰公馆 3室2厅 东南,1600 元/月,103.00㎡,巴南-融汇半岛-融汇半岛玫瑰公馆,https://cq.lianjia.com/zufang/CQ1853765529999769600.html
合租·安泰城市理想 4居室 东卧,450 元/月,渝北-冉家坝-安泰城市理想,精选,https://cq.lianjia.com/zufang/CQ1823953831306723328.html
整租·中冶重庆早晨 2室2厅 东南,2600 元/月,90.00㎡,江北-五里店-中冶重庆早晨,https://cq.lianjia.com/zufang/CQ1853629342936989696.html
合租·庆业九寨印象 4居室 东南卧,950 元/月,渝北-龙头寺-庆业九寨印象,精选,https://cq.lianjia.com/zufang/CQ1823963440859840512.html
合租·鑫茂源e时代 1居室 南/北卧,600 元/月,30.00㎡,南岸-四公里-鑫茂源e时代,https://cq.lianjia.com/zufang/CQ1853418724426514432.html
合租·万科锦程 4居室 南卧,750 元/月,渝中-大坪-万科锦程,精选,https://cq.lianjia.com/zufang/CQ1788764281559318528.html
合租·重庆市市政设计研究院 4居室 南卧,880 元/月,江北-观音桥-重庆市市政设计研究院,精选,https://cq.lianjia.com/zufang/CQ1791773391720546304.html
合租·融景城锦峰 5居室 南卧,700 元/月,江北-五里店-融景城锦峰,精选,https://cq.lianjia.com/zufang/CQ1793160279056449536.html
整租·华宇城 4室2厅 南/北,1500 元/月,130.00㎡,沙坪坝-凤天路-华宇城,https://cq.lianjia.com/zufang/CQ1853642496182059008.html
整租·万科璞园璞屿 2室1厅 南,1800 元/月,98.00㎡,渝北-中央公园-万科璞园璞屿,https://cq.lianjia.com/zufang/CQ1853680388413587456.html
合租·广电华府 4居室 东卧,690 元/月,渝北-人和-广电华府,精选,https://cq.lianjia.com/zufang/CQ1792436481940258816.html
整租·万科城市花园 3室2厅 南/北,1600 元/月,85.00㎡,渝北-空港新城-万科城市花园,https://cq.lianjia.com/zufang/CQ1853682461783883776.html
合租·恒大世纪城四期南苑 4居室 东南卧,800 元/月,渝北-照母山-恒大世纪城四期南苑,精选,https://cq.lianjia.com/zufang/CQ1793867496537718784.html
整租·联发瞰青1期 1室1厅 东南,1500 元/月,43.56㎡,渝北-翠云-联发瞰青1期,https://cq.lianjia.com/zufang/CQ1853683829265399808.html
合租·中粮中央公园祥云B区 5居室 南卧,695 元/月,渝北-中央公园-中粮中央公园祥云B区,精选,https://cq.lianjia.com/zufang/CQ1794329611731992576.html
整租·金辉彩湖云璟 3室2厅 南/北,1000 元/月,86.00㎡,九龙坡-陈家坪-金辉彩湖云璟,https://cq.lianjia.com/zufang/CQ1853026966962176000.html
整租·罗宾森广场尚城华府 1室1厅 南,1500 元/月,72.00㎡,渝中-解放碑-罗宾森广场尚城华府,https://cq.lianjia.com/zufang/CQ1853029207815225344.html
整租·北辰悦来壹号璟悦 4室2厅 西南,1001 元/月,127.65㎡,渝北-悦来-北辰悦来壹号璟悦,https://cq.lianjia.com/zufang/CQ1853276440129175552.html
整租·卓越皇后道 7室2厅 跃层 东,5000 元/月,223.00㎡,江北-五里店-卓越皇后道,https://cq.lianjia.com/zufang/CQ1853349760614793216.html
整租·东方小区 2室2厅 东南,1000 元/月,86.00㎡,沙坪坝-小龙坎-东方小区,https://cq.lianjia.com/zufang/CQ1853296875642290176.html
整租·雍江翠璟 3室1厅 东南,2600 元/月,118.00㎡,渝中-化龙桥-雍江翠璟,https://cq.lianjia.com/zufang/CQ1853321208179720192.html
整租·中粮鸿云 1室0厅 南,1198 元/月,35.96㎡,九龙坡-蟠龙-中粮鸿云,https://cq.lianjia.com/zufang/CQ1824301604715626496.html
整租·临江佳园 2室2厅 西北,1800 元/月,95.63㎡,渝中-化龙桥-临江佳园,https://cq.lianjia.com/zufang/CQ1852958932310425600.html
合租·民航小区 3居室,750 元/月,15.00㎡,渝北-嘉州-民航小区,https://cq.lianjia.com/zufang/CQ1824392010128162816.html
整租·天誉时代汇 1室0厅 南,1598 元/月,25.91㎡,南岸-弹子石-天誉时代汇,https://cq.lianjia.com/zufang/CQ1824666775535484928.html
整租·美景华联大厦 2室1厅 东南,4000 元/月,180.00㎡,渝北-松树桥-美景华联大厦,https://cq.lianjia.com/zufang/CQ1854005863736410112.html
合租·佳居花园A区 5居室 东南卧,800 元/月,25.00㎡,江北-石子山-佳居花园A区,https://cq.lianjia.com/zufang/CQ1825441895787003904.html
整租·晨光小区 2室1厅 东南,1200 元/月,72.00㎡,沙坪坝-工人村-晨光小区,https://cq.lianjia.com/zufang/CQ1854004486922567680.html
整租·金鹏花园 3室2厅 东,1500 元/月,110.00㎡,渝中-大坪-金鹏花园,https://cq.lianjia.com/zufang/CQ1854010661768527872.html
